content,content_clean,content_preprocessing,polarity_score,polarity
Sering bngt eror kadang nilai ulangan suka gk sesuai sedih bngt :(,sering bngt eror kadang nilai ulangan suka gk sesuai sedih bngt,"['sering', 'bngt', 'eror', 'kadang', 'nilai', 'ulang', 'suka', 'gk', 'sesuai', 'sedih', 'bngt']",7,positive
tolong perbaiki donk sering eror tidak seperti versi yang lama,tolong perbaiki donk sering eror tidak seperti versi yang lama,"['baik', 'donk', 'sering', 'eror', 'versi', 'lama']",-3,negative
"Untuk quiz lemot sekali. Pdhl saya sudah pilih jwbn yg benar, ttp error jadi 0 .",untuk quiz lemot sekali pdhl saya sudah pilih jwbn yg benar ttp error jadi,"['quiz', 'lot', 'sekali', 'pdhl', 'pilih', 'jwbn', 'yg', 'benar', 'ttp', 'error', 'jadi']",-16,negative
"Teruntuk edlink yang terhormat, tolong jangan banyak update lah, di masalah jaringan nya tolong jangan harus selalu jaringan bagus, ga semua orang mempunyai wifi ga semua orang mempunyai hp yang bagus, dan ga semua daerah itu jaringan nya bagus jadi tolong banget nilai gua selama semester ini tuh buruk karna ya jarang ngerjain quis karna edlink nya aja sering error",teruntuk edlink yang terhormat tolong jangan banyak update lah di masalah jaringan nya tolong jangan harus selalu jaringan bagus ga semua orang mempunyai wifi ga semua orang mempunyai hp yang bagus dan ga semua daerah itu jaringan nya bagus jadi tolong banget nilai gua selama semester ini tuh buruk karna ya jarang ngerjain quis karna edlink nya aja sering error,"['untuk', 'edlink', 'hormat', 'jangan', 'banyak', 'update', 'lah', 'masalah', 'jaring', 'nya', 'jangan', 'selalu', 'jaring', 'bagus', 'ga', 'semua', 'orang', 'punya', 'wifi', 'ga', 'semua', 'orang', 'punya', 'hp', 'bagus', 'ga', 'semua', 'daerah', 'jaring', 'nya', 'bagus', 'jadi', 'banget', 'nilai', 'gua', 'lama', 'semester', 'tuh', 'buruk', 'karna', 'jarang', 'ngerjain', 'quis', 'karna', 'edlink', 'nya', 'aja', 'sering', 'error']",-20,negative
Edlink sangat bermanfaat dan membantu sekali,edlink sangat bermanfaat dan membantu sekali,"['edlink', 'sangat', 'manfaat', 'bantu', 'sekali']",1,positive
Ketika ada update terbaru user tidak bisa masuk ke aplikasi dan baru bisa masuk ketika sudah terupdate. Tolong dong meskipun harus di update perbolehkan usernya masuk ke aplikasi dulu. Kalo urgent kita mahasiswa yg pake bisa ketinggalan sesi dan malah bikin rugi.,ketika ada update terbaru user tidak bisa masuk ke aplikasi dan baru bisa masuk ketika sudah terupdate tolong dong meskipun harus di update perbolehkan usernya masuk ke aplikasi dulu kalo urgent kita mahasiswa yg pake bisa ketinggalan sesi dan malah bikin rugi,"['update', 'baru', 'user', 'masuk', 'aplikasi', 'baru', 'masuk', 'terupdate', 'dong', 'meski', 'update', 'boleh', 'usernya', 'masuk', 'aplikasi', 'dulu', 'kalo', 'urgent', 'mahasiswa', 'yg', 'pake', 'tinggal', 'sesi', 'malah', 'bikin', 'rugi']",-24,negative
"Kenapa aplikasinya jadi sering down sih, kalau mau ngirim tugas suka loadnya lama, nah pas cobain Ke instagram sinyalnya bagus kok, speednya juga bagus, pas ngirim tugas di edlink malah down banget, pliss kenapa sih :(",kenapa aplikasinya jadi sering down sih kalau mau ngirim tugas suka loadnya lama nah pas cobain ke instagram sinyalnya bagus kok speednya juga bagus pas ngirim tugas di edlink malah down banget pliss kenapa sih,"['aplikasi', 'jadi', 'sering', 'down', 'sih', 'kalau', 'mau', 'ngirim', 'tugas', 'suka', 'loadnya', 'lama', 'nah', 'pas', 'cobain', 'instagram', 'sinyal', 'bagus', 'kok', 'speednya', 'bagus', 'pas', 'ngirim', 'tugas', 'edlink', 'malah', 'down', 'banget', 'pliss', 'sih']",-6,negative
"berkat aplikasi ini, banyak nilai saya yang hancur. terima kasih edlink . dosen jadi malas memeriksa dan tugas hanya jadi pajangan berkat aplikasi bego ini. terlalu mudah kena spam, sehingga dalam memeriksa tugas, dosen banyak yang lalai. Saran, jika tugas yang mahasiswa upload tidak di nilai dosen, ada baiknya jika notifikasi ada sebagai pengingat dosen agar memeriksa tugas tersebut. notifikasi berulang jika masih tidak di nilai si dosen :) aplikasinya sudah bagus, cuma masih banyak kelemahan",berkat aplikasi ini banyak nilai saya yang hancur terima kasih edlink  dosen jadi malas memeriksa dan tugas hanya jadi pajangan berkat aplikasi bego ini terlalu mudah kena spam sehingga dalam memeriksa tugas dosen banyak yang lalai saran jika tugas yang mahasiswa upload tidak di nilai dosen ada baiknya jika notifikasi ada sebagai pengingat dosen agar memeriksa tugas tersebut notifikasi berulang jika masih tidak di nilai si dosen  aplikasinya sudah bagus cuma masih banyak kelemahan,"['berkat', 'aplikasi', 'banyak', 'nilai', 'hancur', 'terima', 'kasih', 'edlink', 'dosen', 'jadi', 'malas', 'periksa', 'tugas', 'jadi', 'pajang', 'berkat', 'aplikasi', 'bego', 'terlalu', 'mudah', 'kena', 'spam', 'periksa', 'tugas', 'dosen', 'banyak', 'lalai', 'saran', 'tugas', 'mahasiswa', 'upload', 'nilai', 'dosen', 'baik', 'notifikasi', 'ingat', 'dosen', 'periksa', 'tugas', 'sebut', 'notifikasi', 'ulang', 'nilai', 'si', 'dosen', 'aplikasi', 'bagus', 'cuma', 'banyak', 'lemah']",-31,negative
"Ketika mau buka edlink lama banget terkadang jg gak mau dibuka, padahal jaringan penuh.",ketika mau buka edlink lama banget terkadang jg gak mau dibuka padahal jaringan penuh,"['mau', 'buka', 'edlink', 'lama', 'banget', 'terkadang', 'jg', 'gak', 'mau', 'buka', 'padahal', 'jaring', 'penuh']",11,positive
"Jelek banget apknya, suka eror. ih gw benci dosen gw yang mewajibkan pake apk ini.Padahal kredibilitasnya juga kasih dipertanyakan. Bintangnya aja 3.1, entah pencipta apk ini siapanya dosen gw 😒",jelek banget apknya suka eror ih gw benci dosen gw yang mewajibkan pake apk inipadahal kredibilitasnya juga kasih dipertanyakan bintangnya aja  entah pencipta apk ini siapanya dosen gw,"['jelek', 'banget', 'apknya', 'suka', 'eror', 'ih', 'gw', 'benci', 'dosen', 'gw', 'wajib', 'pake', 'apk', 'inipadahal', 'kredibilitas', 'kasih', 'tanya', 'bintang', 'aja', 'entah', 'cipta', 'apk', 'siapa', 'dosen', 'gw']",-11,negative
"Tolong tambahkan halaman khusus untuk tugas-tugas dihalaman utama, soalnya kadang gak sadar kalau ada tugas yang lain.",tolong tambahkan halaman khusus untuk tugastugas dihalaman utama soalnya kadang gak sadar kalau ada tugas yang lain,"['tambah', 'halaman', 'khusus', 'tugastugas', 'halaman', 'utama', 'soal', 'kadang', 'gak', 'sadar', 'kalau', 'tugas']",4,positive
Apk nya bagus,apk nya bagus,"['apk', 'nya', 'bagus']",-2,negative
"GAUSAH DI DOWNLOAD , BUKANNYA MEMPERMUDAH MALAH MEMPERSULIT . SOAL DI KUIS TIDAK BISA KEGANTI , LOADING LAMA .",gausah di download  bukannya mempermudah malah mempersulit  soal di kuis tidak bisa keganti  loading lama,"['gausah', 'download', 'bukan', 'mudah', 'malah', 'sulit', 'soal', 'kuis', 'ganti', 'loading', 'lama']",-9,negative
Muda2han kedepannya app ini makin baik dan nyaman di gunakan,mudahan kedepannya app ini makin baik dan nyaman di gunakan,"['mudah', 'depan', 'app', 'makin', 'baik', 'nyaman', 'guna']",12,positive
"Edlink eror melulu, padahal jaringan udah 5G",edlink eror melulu padahal jaringan udah g,"['edlink', 'eror', 'melulu', 'padahal', 'jaring', 'udah', 'g']",-4,negative
"Aplikasi sering error, kadang buka materi gamau, saat mengerjakan quiz loading kw soal selanjutnya lama, hasil nilai quiz tidak sesuai dengan soal yg benar terjawab. tolong diperbaikin aplikasinya, karena kasian para mahasiswa yang di tuntut untuk mengerjakan quiz dengan aplikasi edlink ini menjadi rugi diakibatkan karena buruknya aplikasi ini, terimakasih.",aplikasi sering error kadang buka materi gamau saat mengerjakan quiz loading kw soal selanjutnya lama hasil nilai quiz tidak sesuai dengan soal yg benar terjawab tolong diperbaikin aplikasinya karena kasian para mahasiswa yang di tuntut untuk mengerjakan quiz dengan aplikasi edlink ini menjadi rugi diakibatkan karena buruknya aplikasi ini terimakasih,"['aplikasi', 'sering', 'error', 'kadang', 'buka', 'materi', 'gamau', 'kerja', 'quiz', 'loading', 'kw', 'soal', 'lanjut', 'lama', 'hasil', 'nilai', 'quiz', 'sesuai', 'soal', 'yg', 'benar', 'jawab', 'diperbaikin', 'aplikasi', 'kasi', 'mahasiswa', 'tuntut', 'kerja', 'quiz', 'aplikasi', 'edlink', 'jadi', 'rugi', 'akibat', 'buruk', 'aplikasi', 'terimakasih']",-31,negative
"Jelek aplikasinya GK pantas jadi media pembelajaran , memudahkan dosen menyulitkan mahasiswa, kalau kuis suka eror edlinknya",jelek aplikasinya gk pantas jadi media pembelajaran  memudahkan dosen menyulitkan mahasiswa kalau kuis suka eror edlinknya,"['jelek', 'aplikasi', 'gk', 'pantas', 'jadi', 'media', 'ajar', 'mudah', 'dosen', 'sulit', 'mahasiswa', 'kalau', 'kuis', 'suka', 'eror', 'edlinknya']",-16,negative
"Kalau ada quiz lelet banget. Jawaban tidak terkonfirmasi, habis waktu buat nungguin loading, di akhir gabisa ngirim jawaban. Padahal udh jawab benar semua malah dapat 0 luar biasa wkwkwkwk.",kalau ada quiz lelet banget jawaban tidak terkonfirmasi habis waktu buat nungguin loading di akhir gabisa ngirim jawaban padahal udh jawab benar semua malah dapat  luar biasa wkwkwkwk,"['kalau', 'quiz', 'lelet', 'banget', 'jawab', 'konfirmasi', 'habis', 'waktu', 'buat', 'nungguin', 'loading', 'akhir', 'gabisa', 'ngirim', 'jawab', 'padahal', 'udh', 'jawab', 'benar', 'semua', 'malah', 'luar', 'biasa', 'wkwkwkwk']",-10,negative
"Edlink banyak erornya membuat saya tidak dapat menjawab qius dengan benar dan saya mendapatkan nilai 0, saya protes ke dosen tidak diterima, sudah 5 saya mendapatkan 0 dalam qius tersebut karena kesalahan edlink ini, apakah edlink bisa memperbaiki nilai saya yang 0 tersebut karena sering server down ini, tidak bisa, buat aplikasi yang benar lah, perbesar kapasitasnya, anda bisa menjawab minta maaf tapi saya mengulang 1 semester untuk 1 mata kulia tersebut.",edlink banyak erornya membuat saya tidak dapat menjawab qius dengan benar dan saya mendapatkan nilai  saya protes ke dosen tidak diterima sudah  saya mendapatkan  dalam qius tersebut karena kesalahan edlink ini apakah edlink bisa memperbaiki nilai saya yang  tersebut karena sering server down ini tidak bisa buat aplikasi yang benar lah perbesar kapasitasnya anda bisa menjawab minta maaf tapi saya mengulang  semester untuk  mata kulia tersebut,"['edlink', 'banyak', 'eror', 'buat', 'jawab', 'qius', 'benar', 'dapat', 'nilai', 'protes', 'dosen', 'terima', 'dapat', 'qius', 'sebut', 'salah', 'edlink', 'edlink', 'baik', 'nilai', 'sebut', 'sering', 'server', 'down', 'buat', 'aplikasi', 'benar', 'lah', 'besar', 'kapasitas', 'jawab', 'minta', 'maaf', 'ulang', 'semester', 'mata', 'kulia', 'sebut']",-6,negative
"Kak, saran yang kemarin kakak bilang itukan hanya berlaku buat dosen. Saya mahasiswa kak. Kami juga sekarang mulai kirim tugas lewat email karena edlink gitu. Penyimpanan nya benar-benar GK bisa dihapus kak. Bukan hanya saya. Teman satu kampus semua gitu. Sampai beberapa dosen mengambil kebijakan untuk memindahkan mata kuliah ke aplikasi lain. Mungkin kalau kakak bisa jelaskan proses penghapusan media untuk mahasiswa, saya bisa infokan ke teman-teman saya",kak saran yang kemarin kakak bilang itukan hanya berlaku buat dosen saya mahasiswa kak kami juga sekarang mulai kirim tugas lewat email karena edlink gitu penyimpanan nya benarbenar gk bisa dihapus kak bukan hanya saya teman satu kampus semua gitu sampai beberapa dosen mengambil kebijakan untuk memindahkan mata kuliah ke aplikasi lain mungkin kalau kakak bisa jelaskan proses penghapusan media untuk mahasiswa saya bisa infokan ke temanteman saya,"['kak', 'saran', 'kemarin', 'kakak', 'bilang', 'itu', 'laku', 'buat', 'dosen', 'mahasiswa', 'kak', 'sekarang', 'mulai', 'kirim', 'tugas', 'lewat', 'email', 'edlink', 'gitu', 'simpan', 'nya', 'benarbenar', 'gk', 'hapus', 'kak', 'bukan', 'teman', 'satu', 'kampus', 'semua', 'gitu', 'beberapa', 'dosen', 'ambil', 'bijak', 'pindah', 'mata', 'kuliah', 'aplikasi', 'mungkin', 'kalau', 'kakak', 'jelas', 'proses', 'hapus', 'media', 'mahasiswa', 'info', 'temanteman']",-37,negative
Edlink kenapa susah banget buat login nya saya sudah satu minggu alfa karena tidak bisa masuk edlink padahal jaringan bagus😓,edlink kenapa susah banget buat login nya saya sudah satu minggu alfa karena tidak bisa masuk edlink padahal jaringan bagus,"['edlink', 'susah', 'banget', 'buat', 'login', 'nya', 'satu', 'minggu', 'alfa', 'masuk', 'edlink', 'padahal', 'jaring', 'bagus']",-1,negative
Rekomendasi,rekomendasi,['rekomendasi'],0,negative
Aplikasi'a kurang efektif Krena sering eror,aplikasia kurang efektif krena sering eror,"['aplikasia', 'kurang', 'efektif', 'krena', 'sering', 'eror']",1,positive
Tolong tambahkan progress pengiriman upload file ke cloud/ penyimanan pribadi dan tambahkan pemilihan lebih dari satu saat upload ke penyimpanan cloud. Serta pecepat respon server dan perhalus user interaface nya agar lebih nyaman saat menggunakan EdLink. Sisanya udah bagus.,tolong tambahkan progress pengiriman upload file ke cloud penyimanan pribadi dan tambahkan pemilihan lebih dari satu saat upload ke penyimpanan cloud serta pecepat respon server dan perhalus user interaface nya agar lebih nyaman saat menggunakan edlink sisanya udah bagus,"['tambah', 'progress', 'kirim', 'upload', 'file', 'cloud', 'penyimanan', 'pribadi', 'tambah', 'pilih', 'lebih', 'satu', 'upload', 'simpan', 'cloud', 'cepat', 'respon', 'server', 'halus', 'user', 'interaface', 'nya', 'lebih', 'nyaman', 'guna', 'edlink', 'sisa', 'udah', 'bagus']",8,positive
kenapa edlink ga bisa di buka sudah berkali kali di instal taoi ga bisa masuk masuk buka edlink ny,kenapa edlink ga bisa di buka sudah berkali kali di instal taoi ga bisa masuk masuk buka edlink ny,"['edlink', 'ga', 'buka', 'kali', 'kali', 'instal', 'taoi', 'ga', 'masuk', 'masuk', 'buka', 'edlink', 'ny']",-6,negative
Hebat,hebat,['hebat'],0,negative
"Terimakasih edlink... berkat aplikasi ini saya terbantu dalam ujian dan saya berhasil mendapatkan nilai yg sangattttt wow, kebanyakan mutar2 aja",terimakasih edlink berkat aplikasi ini saya terbantu dalam ujian dan saya berhasil mendapatkan nilai yg sangattttt wow kebanyakan mutar aja,"['terimakasih', 'edlink', 'berkat', 'aplikasi', 'bantu', 'uji', 'hasil', 'dapat', 'nilai', 'yg', 'sangattttt', 'wow', 'banyak', 'mutar', 'aja']",11,positive
"Perbaiki masalah ketika meng-upload file yang berukuran besar, selalunya ketika meng-upload video terjadi masalah jaringan padahal jaringan dalam kondisi yang baik-baik saja, pakai Wi-Fi pun butuh waktu yang lama ketika melakukan upload.",perbaiki masalah ketika mengupload file yang berukuran besar selalunya ketika mengupload video terjadi masalah jaringan padahal jaringan dalam kondisi yang baikbaik saja pakai wifi pun butuh waktu yang lama ketika melakukan upload,"['baik', 'masalah', 'mengupload', 'file', 'ukur', 'besar', 'selalu', 'mengupload', 'video', 'jadi', 'masalah', 'jaring', 'padahal', 'jaring', 'kondisi', 'baikbaik', 'pakai', 'wifi', 'butuh', 'waktu', 'lama', 'laku', 'upload']",-5,negative
Rugi nilai..... cepetin lagi ya kualitasnya jangan lemot.. soalnya saya mahasiswa ngerjar nilai. Makasih,rugi nilai cepetin lagi ya kualitasnya jangan lemot soalnya saya mahasiswa ngerjar nilai makasih,"['rugi', 'nilai', 'cepetin', 'kualitas', 'jangan', 'lot', 'soal', 'mahasiswa', 'ngerjar', 'nilai', 'makasih']",4,positive
"Kok beberapa hari ini setiap buka apk nya eror mulu ya, pdhl dari kemarin lancar aja. Tolong di fix admin",kok beberapa hari ini setiap buka apk nya eror mulu ya pdhl dari kemarin lancar aja tolong di fix admin,"['kok', 'beberapa', 'hari', 'buka', 'apk', 'nya', 'eror', 'mulu', 'pdhl', 'kemarin', 'lancar', 'aja', 'fix', 'admin']",0,negative
Cinta itu buta,cinta itu buta,"['cinta', 'buta']",-1,negative
Mohon maaf kak edlink setelah di upgrade kok jadi lebih susah dalam upload tugas terus kalau ada pemberitahuan tidak muncul di layar hp,mohon maaf kak edlink setelah di upgrade kok jadi lebih susah dalam upload tugas terus kalau ada pemberitahuan tidak muncul di layar hp,"['mohon', 'maaf', 'kak', 'edlink', 'upgrade', 'kok', 'jadi', 'lebih', 'susah', 'upload', 'tugas', 'terus', 'kalau', 'pemberitahuan', 'muncul', 'layar', 'hp']",-11,negative
"Senang karena nyaman dilihat apk setelah pembaharuan, ada kemajuan..🤗 mudah dimengerti, Sangat bermanfaat bagi perkuliahan online♥️ terimakasih :)",senang karena nyaman dilihat apk setelah pembaharuan ada kemajuan🤗 mudah dimengerti sangat bermanfaat bagi perkuliahan online♥️ terimakasih,"['senang', 'nyaman', 'lihat', 'apk', 'baharu', 'maju', 'mudah', 'erti', 'sangat', 'manfaat', 'kuliah', 'online', 'terimakasih']",18,positive
loading nya lama bangat tolong dong di perbaiki,loading nya lama bangat tolong dong di perbaiki,"['loading', 'nya', 'lama', 'bangat', 'dong', 'baik']",-2,negative
"Pas buka PUBG, ML, FF, GENSIN INMPACT lancar, giliran buka aplikasi ini tiba-tiba loading terossssss",pas buka pubg ml ff gensin inmpact lancar giliran buka aplikasi ini tibatiba loading terossssss,"['pas', 'buka', 'pubg', 'ml', 'ff', 'gensin', 'inmpact', 'lancar', 'gilir', 'buka', 'aplikasi', 'tibatiba', 'loading', 'terossssss']",1,positive
"Hallo kak , kenapa ya saya mau upload tugas tapi ga keupload terus , bahkan ada tulisan gangguan jaringan periksa koneksi terus padahal sinyal full kuota juga masih banyak 🙏",hallo kak  kenapa ya saya mau upload tugas tapi ga keupload terus  bahkan ada tulisan gangguan jaringan periksa koneksi terus padahal sinyal full kuota juga masih banyak,"['hallo', 'kak', 'mau', 'upload', 'tugas', 'ga', 'keupload', 'terus', 'bahkan', 'tulis', 'ganggu', 'jaring', 'periksa', 'koneksi', 'terus', 'padahal', 'sinyal', 'full', 'kuota', 'banyak']",-3,negative
"Edlink makin hari kok makin banyak eror nya si :( aku mau ngirim tugas makalah tulisan nya periksa koneksi terus padahal sudah pakai wiffi sama data tetap aja. Sampe deadline nya kelewat, capek capek ngerjain 😌 malah gk dapet nilai makasih edlink",edlink makin hari kok makin banyak eror nya si  aku mau ngirim tugas makalah tulisan nya periksa koneksi terus padahal sudah pakai wiffi sama data tetap aja sampe deadline nya kelewat capek capek ngerjain  malah gk dapet nilai makasih edlink,"['edlink', 'makin', 'hari', 'kok', 'makin', 'banyak', 'eror', 'nya', 'si', 'aku', 'mau', 'ngirim', 'tugas', 'makalah', 'tulis', 'nya', 'periksa', 'koneksi', 'terus', 'padahal', 'pakai', 'wiffi', 'sama', 'data', 'tetap', 'aja', 'sampe', 'deadline', 'nya', 'lewat', 'capek', 'capek', 'ngerjain', 'malah', 'gk', 'dapet', 'nilai', 'makasih', 'edlink']",7,positive
Gangguan terosss,gangguan terosss,"['ganggu', 'terosss']",-4,negative
Aplikasi edlink ini sangat bermanfaat bagi saya karena dapat membantu saya melakukan kuliah online,aplikasi edlink ini sangat bermanfaat bagi saya karena dapat membantu saya melakukan kuliah online,"['aplikasi', 'edlink', 'sangat', 'manfaat', 'bantu', 'laku', 'kuliah', 'online']",-3,negative
